DIVISION_NUM,Division Name,SVP,AVP,Location Name,Online Code,State,Location Description,Year,Adjusted COGS,Sales,Regular GM,Total GM
3,Lumbermens,Debra Kesner,Scott Munson,"ABC FIFE 501, #501",FIFEWAYD,WA,Fife WA Yard,1/1/17,405089.19,540708.39,135619.2,135619.2
3,Lumbermens,Debra Kesner,Scott Munson,"ABC FERNDALE, #663",FERNWAYD,WA,Ferndale WA Yard,1/1/17,272161.41,318314.7,46153.29,46153.29
3,Lumbermens,Debra Kesner,Scott Munson,"ABC GIG HARBOR 506, #506",GIGHWAYD,WA,Gig Harbor WA Yard,1/1/17,463024.71,608417.48,145392.77,145392.77
3,Lumbermens,Debra Kesner,Scott Munson,"ABC LONGVIEW 018, #18",LONGWAYD,WA,Longview WA Yard,1/1/17,166369.97,225138.39,58768.42,58768.42
3,Lumbermens,Debra Kesner,Scott Munson,"ABC HOODSPORT 025, #25",HOODWAYD,WA,Hoodsport WA Yard,1/1/17,5820.88,7089.22,1268.34,1268.34
3,Lumbermens,Debra Kesner,Scott Munson,"ABC SHELTON 002, #2",SHELWAYD,WA,Shelton WA Yard,1/1/17,850420.47,1068183.99,217763.52,217763.52
3,Lumbermens,Debra Kesner,Scott Munson,"ABC BAINBRIDGE 004, #4",BAINWAYD,WA,Bainbridge Island WA Yard,1/1/17,371217.66,476225.99,105008.33,105008.33
3,Lumbermens,Debra Kesner,Scott Munson,"ABC SPANAWAY 503, #503",SPANWAYD,WA,Spanaway WA Yard,1/1/17,1551919.8,1959424.84,407505.04,407505.04
3,Lumbermens,Joanne Boetger,,"WESTERN WA MARKET CR OFF, #500",TACAWACR,WA,Fife WA Credit Admin,1/1/17,0,0,0,0
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC PRESCOTT 035, #35",PRESAZYD,AZ,Prescott Valley AZ Yard,1/1/17,401153.48,491050.45,89896.97,89896.97
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC SHOW LOW 040, #40",SHOWAZYD,AZ,Show Low AZ Yard,1/1/17,284768.45,380659.61,95891.16,95891.16
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC FLAGSTAFF AZ ROOFING, #45",FLAGAZRF,,Flagstaff AZ Roofing DC,1/1/17,0,0,0,0
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC LAKE HAVASU 036, #36",LKHAAZYD,AZ,Lake Havasu City AZ Yard,1/1/17,510792.28,659900.05,149107.77,149107.77
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC SEDONA 033, #33",SEDOAZHC,AZ,Sedona AZ HME Center,1/1/17,523052.07,660983.01,137930.94,137930.94
3,Lumbermens,Phil Pearson,Richard Goodman,"ABC FLAGSTAFF 031, #31",FLAGAZYD,AZ,Flagstaff AZ Yard,1/1/17,535577.19,715303.32,179726.13,179726.13
4,HME,Karen Keller,Brent Guetz,"LITTLETON LUMBER, #1 [Closed:12/11/2017]",LITTCOYD,CO,Littleton CO Yard,1/1/17,1222.28,1598.43,376.15,376.15
4,HME,Karen Keller,Brent Guetz,"LONGMONT MILLWORK, #16 [Closed:12/11/2017]",LONGCOMW,CO,Longmont CO Millwork,1/1/17,1498861.83,2079227.48,580365.65,580365.65
4,HME,Karen Keller,Brent Guetz,"COLORADO SPRINGS MILLWORK, #20 [Closed:12/11/2017]",COSPCOMW,CO,Colorado Springs CO Millwork,1/1/17,3329092.17,4685859.84,1356767.67,1356767.67
4,HME,Karen Keller,Brent Guetz,"LITTLETON MILLWORK, #5 [Closed:12/11/2017]",LITTCOMW,CO,Littleton CO Millwork,1/1/17,5999731.89,8214836.08,2215104.19,2215104.19
4,HME,Karen Keller,Brent Guetz,"COLORADO SPRINGS LUMBER, #4 [Closed:12/11/2017]",COSPCOYD,CO,Colorado Springs CO Yard,1/1/17,65.15,103.95,38.8,38.8
5,DXL,Phil Pearson,John Mayhew,"EL CAJON, #4",ELCACAHC,CA,El Cajon CA HME Center,1/1/17,343339.95,464554.02,121214.07,121214.06
5,DXL,Phil Pearson,John Mayhew,"SOUTH BAY, #9",SBAYCAHC,CA,South Bay CA HME Center,1/1/17,388801.5,521779.33,132977.83,132979.44
5,DXL,Phil Pearson,John Mayhew,"LA MESA DOOR SHOP, #51",LMESCAMW,CA,La Mesa CA Millwork,1/1/17,314.16,381.28,67.12,671.17
5,DXL,Phil Pearson,John Mayhew,"LA MESA, #12",LMESCAHC,CA,La Mesa CA HME Center,1/1/17,2680095.95,3625860,945764.05,945761.61
5,DXL,Phil Pearson,John Mayhew,"RANCHO SAN DIEGO, #15",RSDICAHC,CA,Rancho San Diego CA HME Center,1/1/17,399036.48,541794.61,142758.13,142758.13
5,DXL,Phil Pearson,John Mayhew,"MIRAMAR, #11",MIRACAHC,CA,Miramar CA HME Center,1/1/17,1974002.52,2598852.35,624849.83,624849.65
5,DXL,Phil Pearson,John Mayhew,"DISTRIBUTION CENTER, #7",NATBCADC,CA,National City CA DC (Bay Marina),1/1/17,0,0,0,4311.79
5,DXL,Phil Pearson,John Mayhew,"KEARNY MESA, #14",KEARCAHC,CA,Kearny Mesa CA HME Center,1/1/17,2203454.99,2991436.11,787981.12,787978.74
5,DXL,Phil Pearson,John Mayhew,"SOLANA BEACH, #6",SOLACAHC,CA,Solana Beach CA HME Center,1/1/17,2153025.23,2918815.66,765790.43,765790.42
5,DXL,Phil Pearson,John Mayhew,"SPORTS ARENA, #1",SDIECAHC,CA,Sports Arena CA HME Center,1/1/17,1200426.09,1623335.99,422909.9,422922.05
5,DXL,Phil Pearson,John Mayhew,"ESCONDIDO, #3",ESCOCAHC,CA,Escondido CA HME Center,1/1/17,1627118.29,2219884.55,592766.26,592766.26
5,DXL,Phil Pearson,Lee Jardine,"FELTON, #61",FELTCAHC,CA,Felton CA HME Center,1/1/17,635.61,897,261.39,261.39
5,DXL,Phil Pearson,Lee Jardine,"SAN LORENZO DOOR SHOP, #57",SANCCASR,CA,Santa Cruz CA Showroom,1/1/17,2580724.31,3410191.3,829466.99,829465.13
5,DXL,Phil Pearson,Lee Jardine,"SALINAS, #58",SALICAHC,CA,Salinas CA HME Center,1/1/17,296196.4,393236.48,97040.08,97040.08
5,DXL,Phil Pearson,Lee Jardine,"41ST AVE, #55",SOQUCAHC,CA,Soquel CA HME Center,1/1/17,1937.6,2481.44,543.84,543.84
5,DXL,Phil Pearson,Lee Jardine,"RIVER STREET, #63",SCRUCAHC,CA,Santa Cruz CA HME Center,1/1/17,2990.04,4938.92,1948.88,1948.88
9,HPE,Bob Jones,Mark Savage,"Atlanta Reload, #239 [Closed:10/16/2017]",NORCGARL,GA,Atlanta GA Reload,1/1/17,0,0,0,224
9,HPE,Phil Pearson,Pat Chiado,"ALBUQUERQUE DOOR, #140 [Closed:08/21/2017]",ALBUNMMW,NM,Albuquerque NM Millwork,1/1/17,563071.82,731173.38,168101.56,168101.56
9,HPE,Colin Robert,David Scott,"KATY LUMBER, #14 [Closed:10/16/2017]",KATYTXYD,TX,Katy TX Yard,1/1/17,3029.88,4032,1002.12,1002.12
9,HPE,Colin Robert,David Scott,"CONROE LUMBER, #15 [Closed:10/16/2017]",CONRTXYD,TX,Conroe TX Yard,1/1/17,8446.73,11319,2872.27,2872.27
9,HPE,Colin Robert,David Scott,"COLLEGE STATION, #10 [Closed:10/16/2017]",COLLTXYD,TX,College Station TX Yard,1/1/17,892831.31,1306294.47,413463.16,413463.16
9,HPE,Colin Robert,David Scott,"HOUSTON MILL, #53 [Closed:10/16/2017]",HOUSTXMW,TX,Houston TX Millwork,1/1/17,925083.91,1258671.73,333587.82,333587.82
9,HPE,Colin Robert,Jordan Williams,"NORMAN LUMBER, #4 [Closed:08/21/2017]",OKCSOKYD,OK,Oklahoma City OK Yard (South),1/1/17,45,64.29,19.29,19.29
9,HPE,Colin Robert,Jordan Williams,"EDMOND LUMBER, #3 [Closed:08/21/2017]",OKCNOKYD,OK,Oklahoma City OK Yard (North),1/1/17,375,535.75,160.75,160.75
9,HPE,Colin Robert,Jordan Williams,"KEYSTONE MILL, #20 [Closed:08/21/2017]",BRAROKDC,OK,Keystone OK Mill DC,1/1/17,9447.91,10433.63,985.72,2505.75
9,HPE,Colin Robert,Jordan Williams,"OKC MILL, #29 [Closed:08/21/2017]",OKCTOKMW,OK,Oklahoma City OK Millwork,1/1/17,1553046.72,2217562.97,664516.25,662984.13
9,HPE,Colin Robert,Jordan Williams,"OKC WINDOWS, #2 [Closed:08/21/2017]",OKCTOKWN,OK,Oklahoma City OK Windows,1/1/17,1021951.36,1482425.97,460474.61,460474.61
9,HPE,Colin Robert,Mike Raguse,"FREDRICKSBURG, TX, #93 [Closed:08/21/2017]",FREDTXYD,TX,Fredericksburg TX Yard,1/1/17,601051.66,797013.47,195961.81,195961.81
9,HPE,Colin Robert,Rick Salinas,"ROCKPORT, #95 [Closed:02/05/2018]",ROCKTXYD,TX,Rockport TX Retail,1/1/17,1382776.12,1894126.24,511350.12,511350.12
10,PRE,Colin Robert,Jordan Williams,"Tulsa, OK Millwork, #2752",BRAROKMW,OK,Tulsa OK Millwork,1/1/17,193045.91,241134.08,48088.17,48088.17
10,PRE,Colin Robert,Randy Jackson,"WICHITA, #2070",WICHKSYD,KS,Wichita KS Yard,1/1/17,155092.57,203814.35,48721.78,48721.78
10,PRE,Colin Robert,Randy Jackson,"Garden City, KS Lumber, #2571",GARDKSYD,KS,Garden City KS Yard,1/1/17,186403.85,246264.02,59860.17,59860.17
10,PRE,Colin Robert,Randy Jackson,"Grandview, MO Millwork, #2574",GRVWMOMW,MO,Grandview MO Millwork,1/1/17,1122364.9,1468208.02,345843.12,345843.12
10,PRE,Colin Robert,Rick Salinas,"Rio Grand Valley, TX Lumber, #2750",MERCTXYD,TX,Mercedes TX Yard,1/1/17,0,150,150,150
10,PRE,Colin Robert,Rick Salinas,"Rio Grand Valley, TX Millwork, #2710",MERCTXMW,TX,Mercedes TX Millwork,1/1/17,1424802.2,2015827.67,591025.47,591091.31
10,PRE,Justin Robb,Dennis Edwards,"Mansfield, OH, #2071",MANSOHYD,OH,Mansfield OH Yard,1/1/17,74769.24,92307.35,17538.11,17538.11
10,PRE,Justin Robb,Dennis Edwards,"Cincinnati, OH Lumber, #2570",CINCOHYD,OH,Cincinnati OH Yard,1/1/17,386872.73,477683.03,90810.3,90810.27
10,PRE,Justin Robb,Dennis Edwards,"Dayton, OH Lumber, #2550",DAYTOHYD,OH,Dayton OH Yard,1/1/17,192481.54,261314.48,68832.94,68832.94
10,PRE,Justin Robb,Dennis Edwards,"Delaware, OH Lumber, #2551",DELAOHYD,OH,Delaware OH Yard,1/1/17,29442.82,35778.17,6335.35,6335.35
10,PRE,Justin Robb,Ernie Peters,"Mexico, NY, #546",MEXINYYD,NY,Mexico NY Yard,1/1/17,279658.28,323689.49,44031.21,44031.21
10,PRE,Justin Robb,Ernie Peters,"Johnstown, NY, #586",JOHNNYYD,NY,Johnstown NY Yard,1/1/17,33553.1,40770.06,7216.96,7216.96
10,PRE,Justin Robb,Ernie Peters,"Ticonderoga, NY, #605",TICONYYD,NY,Ticonderoga NY Yard,1/1/17,136377.25,162289.07,25911.82,25911.82
10,PRE,Justin Robb,Mike Carman,"Bayport, NY, #1529",BAYPNYYD,NY,Bayport NY Yard,1/1/17,262113.59,323406.43,61292.84,61292.78
10,PRE,Justin Robb,Mike Carman,"New Hyde Park, NY, #1549",NHYDNYYD,NY,New Hyde Park NY Yard,1/1/17,726983.8,938197.33,211213.53,211213.54
10,PRE,Justin Robb,Mike Carman,"Farmingdale, NY, #1530",FARMNYYD,NY,Farmingdale NY Yard,1/1/17,270181.38,342633.38,72452,72442.88
10,PRE,Justin Robb,Todd Rose,"Middletown, NY Liquidation, #1273",MIDDNYDC,NY,Middletown NY Liquidation,1/1/17,13487.98,23802.63,10314.65,10314.65
10,PRE,Justin Robb,Todd Rose,"Middletown, NY Millwork, #669",MIDDNYMW,NY,Middletown NY Millwork,1/1/17,1202645.05,1503440.66,300795.61,300795.05
10,PRE,Justin Robb,Todd Rose,"Mahopac, NY, #1269",MAHONYYD,NY,Mahopac NY Yard,1/1/17,52134.54,67363.56,15229.02,15229.02
10,PRE,Justin Robb,Todd Rose,"Congers, NY, #1270",CONGNYYD,NY,Congers NY Yard,1/1/17,539972.48,678020.32,138047.84,138047.84
10,PRE,Justin Robb,Todd Rose,"East Hartford, CT, #969",EHARCTYD,CT,East Hartford CT Yard,1/1/17,549697.5,678931.45,129233.95,129233.95
10,PRE,Justin Robb,Todd Rose,"Middletown, NY Lumber, #1272",MIDDNYYD,NY,Middletown NY Yard,1/1/17,5158.75,6574.95,1416.2,1416.2
10,PRE,Justin Robb,Todd Rose,"Vails Gate, NY, #1271",VAILNYYD,NY,Vails Gate NY Yard,1/1/17,40961.22,56414.62,15453.4,15453.4
10,PRE,Justin Robb,Todd Rose,"Rosendale, NY, #1250",ROSENYYD,NY,Rosendale NY Yard,1/1/17,24154.49,29732.05,5577.56,5577.56
20,ABC,Robert Cody,Bob Salyer,"BUNNELL, FL",HBUNYD,FL,Bunnell FL Yard,1/1/17,3478990.04,4808609.03,1329618.99,1329618.99
20,ABC,Robert Cody,Bob Salyer,JACKSONVILLE WINDOWS,HJAXWN,FL,Jacksonville FL Install,1/1/17,5587621.15,7088153.4,1500532.25,1500532.25
20,ABC,Robert Cody,Danny Hatchell,"CHERRY POINT, SC",SCPSYD,SC,Cherry Point SC Yard,1/1/17,4186709.95,5676658.93,1489948.98,1489948.98
20,ABC,Robert Cody,Dominic Williams,PALM BAY  FL YARD,PALMFLYD,FL,Palm Bay FL Yard,1/1/17,2444246.38,2915764.59,471518.21,471601.54
20,ABC,Robert Cody,Dominic Williams,"WEST PALM BEACH,FL  (WPF#90)",HWPFYD,FL,West Palm FL Yard,1/1/17,8954395.32,11180572.91,2226177.59,2226177.59
20,ABC,Robert Cody,Doug Bross,"ORLANDO, FL",LSOORF,FL,Orlando FL Yard,1/1/17,6111627.46,7597398,1485770.54,1485770.54
20,ABC,Robert Cody,Doug Bross,SANFORD  FL YARD,SANFFLYD,FL,Sanford FL Yard,1/1/17,912631.24,1175640.6,263009.36,263009.36
20,ABC,Robert Cody,Doug Bross,GROVELAND FL YARD,HGLFYD,FL,Groveland FL Yard,1/1/17,1162994.92,1497248.39,334253.47,334253.47
20,ABC,Robert Cody,Michael Lamb,POOLER  GA YARD,POOLGAYD,GA,Pooler GA Yard,1/1/17,1149189.14,1445961.29,296772.15,301535.06
20,ABC,Robert Cody,Ronny Cannon,"TALLAHASSEE, FL YARD",TALLFLYD,FL,Tallahassee FL Yard,1/1/17,966506.26,1243820.28,277314.02,277314.02
20,ABC,Robert Cody,Sonny Joyner,"EDISTO ISLAND, SC",SEISYD,SC,Edisto Island SC Yard,1/1/17,185761.24,255485.6,69724.36,69724.36
20,ABC,Robert Cody,Sonny Joyner,"JOHNS ISLAND, SC",SJISYD,SC,Johns Island SC Yard,1/1/17,1229408.47,1517237.63,287829.16,287829.16
20,ABC,Robert Cody,Sonny Joyner,"CHARLESTON, SC",SCHSYD,SC,Charleston SC Yard,1/1/17,4959062.06,5880234.11,921172.05,923070.43
20,ABC,Robert Cody,Sonny Joyner,"PAWLEYS ISLAND, SC",SPWSYD,SC,Pawleys Island SC Yard,1/1/17,343998.63,429916.76,85918.13,85918.13
20,ABC,Robert Cody,Sonny Joyner,SUMMERVILLE SC YARD,SUMMSCYD,SC,Summerville SC Yard,1/1/17,5070226.56,6054826.97,984600.41,984620.8
20,ABC,Robert Cody,Sonny Joyner,"CONWAY, SC YARD",SCNSYD,SC,Conway SC Yard,1/1/17,5758629.92,7392873.7,1634243.78,1634491.75
20,ABC,Robert Cody,Vince Gaboury,PUNTA GORDA  FL YARD,PUNTFLYD,FL,Punta Gorda FL Yard,1/1/17,1609040.98,2031516.53,422475.55,422475.55
20,ABC,Robert Cody,Vince Gaboury,BROOKSVILLE  FL YARD,BRVLFLYD,FL,Brooksville FL Yard,1/1/17,407056.13,519230.44,112174.31,112174.31
20,ABC,Robert Cody,Vince Gaboury,TAMPA  FL WINDOWS,TAMPFLWN,FL,Tampa FL Windows,1/1/17,346019.36,426629.42,80610.06,80610.06
20,ABC,Robert Cody,Vince Gaboury,TAMPA  FL EXT DOORS,TAMPFLMW,FL,Tampa FL Ext Doors,1/1/17,8631500.78,10824508.23,2193007.45,2193170.49
20,ABC,Robert Cody,Vince Gaboury,CLEARWATER FL YARD,CLWAFLYD,FL,Clearwater FL Yard,1/1/17,569901.65,784700.9,214799.25,214799.25
20,ABC,Robert Cody,Vince Gaboury,BRADENTON  FL YARD,BRADFLYD,FL,Bradenton FL Yard,1/1/17,1278033.43,1614096.9,336063.47,336063.47
20,ABC,Robert Cody,Vince Gaboury,"TAMPA, FL",LSTTAF,FL,Tampa FL Yard,1/1/17,431312,496075.31,64763.31,65554.98
20,ABC,Phil Pearson,Pat Chiado,ALBUQUERQUE  NM MILLWORK,ALBUNMMW,NM,Albuquerque NM Millwork,1/1/17,376011.64,504982.54,128970.9,128970.9
20,ABC,Alia Hotchkiss,Brian Hayes,"HOUSTON, TX WINDOWS",TSHOWN,TX,Houston TX Windows,1/1/17,28649259.56,46648109.68,17998850.12,29690669.37
20,ABC,Alia Hotchkiss,Michael B Hayes,"SAN ANTONIO,TX WINDOWS",TSSAWN,TX,San Antonio TX Windows,1/1/17,30253262.51,38202944.06,7949681.55,7949681.55
20,ABC,Colin Robert,Chris Holmes,ARLINGTON DOOR & TRIM,TARLDT,TX,Arlington TX Millwork,1/1/17,95103.33,128813.03,33709.7,33709.7
20,ABC,Colin Robert,Chris Holmes,"DALLAS-FORT WORTH, TX MILLWORK",IRVGTXMW,TX,Irving TX Millwork,1/1/17,2362847.81,3242982.38,880134.57,880134.57
20,ABC,Colin Robert,Chris Holmes,"ARLINGTON WINDOWS, TX",TARLWH,TX,Arlington TX Windows,1/1/17,9610278.5,12251211.99,2640933.49,2640967.74
20,ABC,Colin Robert,David Scott,COLLEGE STATION  TX YARD,COLLTXYD,TX,College Station TX Yard,1/1/17,192142.5,277061.53,84919.03,85709.52
20,ABC,Colin Robert,David Scott,HOUSTON  TX MILLWORK,HOUSTXMW,TX,Houston TX Millwork,1/1/17,182379.45,223310.86,40931.41,40931.41
20,ABC,Colin Robert,Jordan Williams,TULSA  OK MILLWORK,BRAROKMW,OK,Tulsa OK Millwork,1/1/17,936231.98,1286347.99,350116.01,350116.01
20,ABC,Colin Robert,Jordan Williams,TULSA  OK YARD,BRAROKYD,OK,Tulsa OK Yard,1/1/17,1260.11,1800.16,540.05,540.05
20,ABC,Colin Robert,Jordan Williams,OKLAHOMA CITY  OK MILLWORK,OKCTOKMW,OK,Oklahoma City OK Millwork,1/1/17,8494.49,13121.08,4626.59,4626.59
20,ABC,Colin Robert,Jordan Williams,OKLAHOMA CITY  OK WINDOWS,OKCTOKWN,OK,Oklahoma City OK Windows,1/1/17,1622506.09,2336594,714087.91,714087.91
20,ABC,Colin Robert,Mike Raguse,"SCHERTZ, TX MILLWORK",TSSAMW,TX,Schertz TX Millwork,1/1/17,2306182.99,3223802.89,917619.9,917619.9
20,ABC,Colin Robert,Mike Raguse,AUSTIN  TX MILLWORK,ROUNTXMW,TX,Round Rock TX Millwork,1/1/17,3613803.69,5122882.97,1509079.28,1509079.28
20,ABC,Colin Robert,Mike Raguse,"HUTTO, TX  MILLWORK",THUTMW,TX,Hutto TX Millwork,1/1/17,1587,2241.63,654.63,654.63
20,ABC,Colin Robert,Mike Raguse,FREDERICKSBURG  TX YARD,FREDTXYD,TX,Fredericksburg TX Yard,1/1/17,193286.04,270310.19,77024.15,77024.15
20,ABC,Colin Robert,Randy Jackson,WICHITA  KS YARD,WICHKSYD,KS,Wichita KS Yard,1/1/17,538004.41,720772.74,182768.33,182768.33
20,ABC,Colin Robert,Randy Jackson,GARDEN CITY  KS YARD,GARDKSYD,KS,Garden City KS Yard,1/1/17,22245.15,27321.27,5076.12,5076.12
20,ABC,Colin Robert,Randy Jackson,GRANDVIEW  MO MILLWORK,GRVWMOMW,MO,Grandview MO Millwork,1/1/17,1552584.77,2013790.32,461205.55,461205.55
20,ABC,Colin Robert,Rick Salinas,MERCEDES TX MILLWORK,MERCTXMW,TX,Mercedes TX Millwork,1/1/17,1845693.34,2643995.32,798301.98,800003.79
20,ABC,Karen Keller,Brent Guetz,LONGMONT  CO MILLWORK,LONGCOMW,CO,Longmont CO Millwork,1/1/17,92634.71,141000.69,48365.98,48365.98
20,ABC,Karen Keller,Brent Guetz,COLORADO SPRINGS  CO MW & WIND,COSPCOMW,CO,Colorado Springs CO Millwork,1/1/17,182714.84,255815.58,73100.74,73100.74
20,ABC,Karen Keller,Brent Guetz,LITTLETON  CO MILLWORK,LITTCOMW,CO,Littleton CO Millwork,1/1/17,311444.7,433634.91,122190.21,122190.21
20,ABC,Helen Hailey,Brian Richardson,"PENSACOLA, FL YARD",PENSFLYD,FL,Pensacola FL Yard,1/1/17,2607109.85,3455060.45,847950.6,847950.6
20,ABC,Helen Hailey,Brian Richardson,"PANAMA CITY, FL  YARD",PANAFLYD,FL,Panama City FL Yard,1/1/17,1204308.07,1473807.54,269499.47,269499.47
20,ABC,Helen Hailey,Brian Richardson,"FREEPORT, FL YARD",HFPFYD,FL,Freeport FL Yard,1/1/17,630003.31,792382.23,162378.92,162378.92
20,ABC,Helen Hailey,Eric Sebring,"BLAIRSVILLE, GA",SBLGYD,GA,Blairsville GA Yard,1/1/17,1703830.25,2271673.46,567843.21,567843.21
20,ABC,Helen Hailey,Greg Birtsch,"WEST KNOXVILLE, TN",SKNTYD,TN,Knoxville TN Yard (West),1/1/17,2687016.34,3320607.47,633591.13,633615.4
20,ABC,Helen Hailey,Jason Collins,"AUBURN, AL",SAUAYD,AL,Auburn AL Yard,1/1/17,2298058.07,2772521.77,474463.7,475446.5
20,ABC,Helen Hailey,Jim Long,"NASHVILLE, TN",LSTNAT,TN,Nashville TN Yard,1/1/17,9816098.05,12594390.33,2778292.28,2778292.09
20,ABC,Helen Hailey,Jim Long,"FRANKLIN, TN",LSTFRT,TN,Franklin TN Yard,1/1/17,105.95,-366.36,-472.31,472.31
20,ABC,Helen Hailey,Jim Long,HOPKINSVILLE  KY YARD,HOPKKYYD,KY,Hopkinsville KY Yard,1/1/17,426716.9,552858.86,126141.96,126141.96
20,ABC,Helen Hailey,Justin Boyer,"COLUMBUS, GA",SCBGYD,GA,Columbus GA Yard,1/1/17,1851997.98,2161725.53,309727.55,309757.54
20,ABC,Helen Hailey,Justin Boyer,"MACON, GA YARD",MACNGAYD,GA,Macon GA Yard,1/1/17,967085.79,1198163.56,231077.77,231117.27
20,ABC,Helen Hailey,Mike Cullin,MULTI-FAMILY SALES,DULUGADC,GA,Multi-Family Sales,1/1/17,6132.02,2012.69,-4119.33,4119.33
20,ABC,Helen Hailey,Mike Russell,"CHELSEA, AL YARD",SCHAYD,AL,Chelsea AL Yard,1/1/17,2637746.95,3288738.91,650991.96,650998.13
20,ABC,Helen Hailey,Mike Russell,PELHAM  AL YARD,PELMALYD,AL,Pelham AL Yard,1/1/17,148580.48,156879.78,8299.3,8299.26
20,ABC,Helen Hailey,Paul Ballard,LEXINGTON  KY YARD,LEXIKYYD,KY,Lexington KY Yard,1/1/17,148261.69,181557.54,33295.85,33295.85
20,ABC,Helen Hailey,Paul Ballard,CHATTANOOGA  TN YARD,CHATTNYD,TN,Chattanooga TN Yard,1/1/17,792514.28,968211.71,175697.43,175697.43
20,ABC,Helen Hailey,Paul Ballard,COOKEVILLE  TN YARD,COOKTNYD,TN,Cookeville TN Yard,1/1/17,641559.65,828784.74,187225.09,187225.09
20,ABC,Helen Hailey,Paul Ballard,HATTIESBURG  MS YARD,HATTMSYD,MS,Hattiesburg MS Yard,1/1/17,853636.11,1092588.86,238952.75,238952.75
20,ABC,Helen Hailey,Paul Ballard,SHELBYVILLE  KY YARD,SHELKYYD,KY,Shelbyville KY Yard,1/1/17,631214.52,817358.52,186144,186144
20,ABC,Helen Hailey,Tim Roop,"BRISTOL, VA",SBRVYD,VA,Bristol VA Yard,1/1/17,765555.33,939883.78,174328.45,174328.45
20,ABC,Helen Hailey,Tim Roop,"GRAY, TN ROOFING",GRAYTNYD,TN,Gray TN Roofing,1/1/17,24399.67,23132,-1267.67,1267.67
20,ABC,Helen Hailey,Tim Roop,"JOHNSON CITY, TN",SJCTYD,TN,Johnson City TN Yard,1/1/17,1472822.75,1856359.01,383536.26,383922.42
20,ABC,Helen Hailey,Tim Roop,"KINGSPORT, TN",SKPTYD,TN,Kingsport TN Yard,1/1/17,1160897.89,1552731.66,391833.77,391833.77
20,ABC,Helen Hailey,Todd Skinner,"GAINESVILLE, GA",SGVGYD,GA,Gainesville GA Yard,1/1/17,2549442.9,3393851.04,844408.14,844408.14
20,ABC,Helen Hailey,Todd Skinner,DULUTH GA YARD,DULUGAYD,GA,Duluth GA Yard,1/1/17,11.75,20,8.25,8.25
20,ABC,Helen Hailey,Todd Skinner,ATLANTA GA MILLWORK,ATLAGAMW,GA,Atlanta GA Millwork,1/1/17,2794195.04,3297586.89,503391.85,503854.01
20,ABC,Helen Hailey,Todd Skinner,"NORCROSS, GA",LSANOG,GA,Norcross GA Yard,1/1/17,9460423.16,11670592.96,2210169.8,2210202.09
20,ABC,Helen Hailey,Justin Robb,"LAGRANGE, GA",SLGGYD,GA,LaGrange GA Yard,1/1/17,298175.27,382282.12,84106.85,84106.85
20,ABC,Helen Hailey,WC Hare,"BREVARD, NC",SBVNYD,NC,Brevard NC Yard,1/1/17,1300728.32,1733392.28,432663.96,432663.96
20,ABC,Helen Hailey,WC Hare,"HENDERSONVILLE, NC YARD",HENDNCYD,NC,Hendersonville NC Yard (Asheville Hwy),1/1/17,2432433.65,3215708.17,783274.52,783274.52
20,ABC,Helen Hailey,WC Hare,"HENDERSONVILLE, NC",SHVNYD,NC,Hendersonville NC Yard,1/1/17,615389.06,766861.53,151472.47,151472.47
20,ABC,Helen Hailey,WC Hare,"ASHEVILLE, NC",SAVNYD,NC,Asheville NC Yard,1/1/17,1471561.3,1912419.67,440858.37,440858.37
20,ABC,Jamie MacZuffie,Bo Hubbard,"ABERDEEN,NC",SABNYD,NC,Aberdeen NC Yard,1/1/17,2170293.02,2867421.05,697128.03,697128.03
20,ABC,Jamie MacZuffie,Bo Hubbard,"FAYETTEVILLE,NC YARD",SFANYD,NC,Fayetteville NC Yard,1/1/17,2142501.48,2629630.45,487128.97,487242.3
20,ABC,Jamie MacZuffie,Bo Hubbard,"GREENSBORO, NC",SHPNYD,NC,Greensboro NC Yard,1/1/17,4604535.24,5552873.71,948338.47,948438.2
20,ABC,Jamie MacZuffie,Bob Kellington,"APEX, NC YARD",LSCAPN,NC,Apex NC Yard,1/1/17,316918.57,355410.31,38491.74,38491.74
20,ABC,Jamie MacZuffie,Bob Kellington,"CLAYTON, NC YARD",CLAYNCYD,NC,Clayton NC Yard,1/1/17,2351533.18,2938395.46,586862.28,586862.28
20,ABC,Jamie MacZuffie,Bob Kellington,"RALEIGH, NC YARD",RALENCYD,NC,Raleigh NC Yard,1/1/17,69998.2,76536.07,6537.87,6537.87
20,ABC,Jamie MacZuffie,Bob Kellington,"HILLSBOROUGH, NC",LSCRAN,NC,Hillsborough NC Yard,1/1/17,9971904.76,12102706.78,2130802.02,2131924.52
20,ABC,Jamie MacZuffie,EJ Murphy,"COLUMBIA, SC",SCOSYD,SC,Columbia SC Yard,1/1/17,1023843.91,1274301.53,250457.62,250772.24
20,ABC,Jamie MacZuffie,Melvin Lawson,"FLORENCE, SC",SFLSYD,SC,Florence SC Yard,1/1/17,1245329.4,1602277.28,356947.88,356947.88
